title,genre,tags,platforms,description,metacritic,released
Heroes & Generals,indie,"Singleplayer, Multiplayer, Atmospheric, Co-op, Open World, cooperative, First-Person, FPS, Free to Play, Online multiplayer, Tactical, War, In-App Purchases, Historical, RTS, mmo, World War II",PC,heroes-generals,,2016-10-18
Gris,indie,"Singleplayer, Full controller support, Atmospheric, 2D, Female Protagonist, Cute, Relaxing, Drama, relaxation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS",gris,83.0,2018-12-13
Valheim,indie,"Singleplayer, Multiplayer, Steam Cloud, Co-op, cooperative, Online Co-Op, Fantasy, Exploration, Survival, Online multiplayer, Early Access, Crafting, Sailing, coop, Forest, Norse, viking","PC, Linux",valheim,,2021-02-02
Rogue Legacy,indie,"Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, RPG, 2D, Fantasy, Difficult, Exploration, Pixel Graphics, Controller, role-playing, controller support, Replay Value, Side Scroller, Roguelike, Medieval, Metroidvania, Roguelite, Procedural Generation, Perma Death","PC, PlayStation 4, Nintendo Switch, iOS, Xbox 360, PlayStation 3, PS Vita",rogue-legacy,85.0,2013-06-27
Deponia,indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Funny, Difficult, Comedy, Point & Click, Dystopian, Steampunk, achievements, Dark Humor, Hand-drawn, Hidden Object","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",deponia,74.0,2012-01-27
Tabletop Simulator,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, RPG, Co-op, cooperative, Online Co-Op, Sandbox, Comedy, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Moddable, Physics, VR, Relaxing, Card Game, Board Game, Chess","PC, macOS, Linux",tabletop-simulator,,2015-06-05
Dust: An Elysian Tail,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Fantasy, Exploration, Action RPG, Controller, Anime, role-playing, Hack and Slash, controller support, Cute, Side Scroller, Beat 'em up, Metroidvania","PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux, Xbox 360",dust-an-elysian-tail,84.0,2012-08-15
Outer Wilds,indie,"Space, Surreal, vr mod, planetary","PC, Xbox One, PlayStation 4, Nintendo Switch",outer-wilds,84.0,2019-05-29
Machinarium,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, 2D, Sci-fi, Difficult, Steam Leaderboards, Classic, Point & Click, Cute, Robots, Steampunk, Stylized, Hand-drawn, Touch-Friendly, Hidden Object","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita",machinarium,85.0,2009-10-16
The Swapper,indie,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Horror, Difficult, Exploration, Space, Mystery, Side Scroller, Metroidvania, Puzzle-Platformer, puzzles, cerebral","PC, PlayStation 4, Xbox One, macOS, Linux, PlayStation 3, PS Vita, Wii U",the-swapper,87.0,2013-05-13
Shadow Tactics: Blades of the Shogun,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Open World, Third Person, Difficult, Survival, Violent, Stealth, Tactical, Space, Nudity, controller support, Historical, Isometric, RTS, overlay, achievements, Assassin, battle, Demons, Ninja, Conspiracy, Real Time Tactics, skill, unique, Traps, match, ancient, japan, sacrifice, samurai","PC, Xbox One, PlayStation 4, macOS, Linux",shadow-tactics,85.0,2016-12-05
Sins of a Solar Empire: Rebellion,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, Sci-fi, Online Co-Op, Exploration, Online multiplayer, Local Co-Op, Local Multiplayer, Space, Includes level editor, Moddable, War, Aliens, RTS, Grand Strategy, 4X, Real-Time, Diplomacy",PC,sins-of-a-solar-empire-rebellion,82.0,2012-06-12
World of Goo,indie,"Singleplayer, Steam Achievements, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, 2D, Funny, Difficult, Classic, Comedy, Family Friendly, Cute, Physics, Building, Surreal, puzzles, Touch-Friendly, Satire","PC, Nintendo Switch, iOS, Android, macOS, Linux, Wii",world-of-goo,90.0,2008-10-13
Ricochet,indie,"Multiplayer, Full controller support, First-Person, 2D, Sci-fi, Horror, FPS, Classic, Split Screen, Controller, Local Multiplayer, Early Access, Retro, PvP, Space, Colorful, 3D, combat, Memes, Cyberpunk, Valve Anti-Cheat enabled, Bullet Hell, Minimalist, 2D Fighter, Remote Play Together, 2D Platformer, Conspiracy, Shared/Split Screen PvP","PC, macOS, Linux",ricochet,,2000-11-01
Robocraft,indie,"Multiplayer, steam-trading-cards, RPG, Open World, Sci-fi, FPS, Online Co-Op, Funny, Sandbox, Free to Play, Online multiplayer, Third-Person Shooter, Early Access, PvP, In-App Purchases, Crafting, Building, mmo, Robots","PC, macOS, Linux",robocraft,,2014-07-08
Outlast 2,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, First-Person, Horror, Gore, Survival, Violent, Dark, Nudity, Survival Horror, controller support, Mature, Parkour, Sexual Content, achievements","PC, Xbox One, PlayStation 4, Nintendo Switch",outlast-2,76.0,2017-04-24
Satellite Reign,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Open World, cooperative, Sci-fi, Online Co-Op, Steam Leaderboards, Online multiplayer, Stealth, Local Co-Op, Tactical, Local Multiplayer, Cross-Platform Multiplayer, Isometric, RTS, Cyberpunk, Top-Down, achievements, Kickstarter, Real-Time, Class-Based","PC, macOS, Linux",satellite-reign,75.0,2015-08-27
Overcooked! 2,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative, Online Co-Op, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, party, communication","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",overcooked-2,82.0,2018-08-06
Gone Home,indie,"Singleplayer, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, First-Person, Exploration, Female Protagonist, Point & Click, Captions available, Mystery, Short, Realistic, Walking Simulator, Relaxing, 1990's, Commentary available, Romance, Narration, Interactive Fiction, LGBTQ+, suspense","PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",gone-home,86.0,2013-08-14
Awesomenauts,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Sci-fi, Online Co-Op, Funny, Steam Leaderboards, Free to Play, Split Screen, Local Co-Op, Controller, Local Multiplayer, Steam Workshop, Space, Includes level editor, Side Scroller, Competitive, Valve Anti-Cheat enabled, Cartoon, MOBA","PC, macOS, Linux, Xbox 360, PlayStation 3",awesomenauts,78.0,2012-05-01
Orcs Must Die! 2,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, Third Person, Online Co-Op, Fantasy, Funny, Steam Leaderboards, Female Protagonist, Comedy, Controller, Third-Person Shooter, exclusive, true exclusive, Cartoony, Tower Defense",PC,orcs-must-die-2,83.0,2012-07-30
Shadowrun: Dragonfall - Director's Cut,indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Story Rich, Sci-fi, Fantasy, Female Protagonist, Tactical, Steam Workshop, Space, role-playing, Includes level editor, Moddable, Turn-Based, combat, Isometric, Turn-Based Strategy, Cyberpunk, Story, Music, battle, Kickstarter, Turn-Based Tactics, character, city, Touch-Friendly, CRPG, Conspiracy, cloud saves, future, build, galaxy, memory, Shadows, android, terror, tablet","PC, Nintendo Switch, iOS, Android, macOS, Linux",shadowrun-dragonfall-dc,87.0,2014-09-17
Katana ZERO,indie,"Singleplayer, Steam Achievements, Full controller support, Great Soundtrack, 2D, Pixel Graphics, Retro, combat, Cyberpunk, Story, death, Traps, dodge, dash","PC, Xbox One, Nintendo Switch, macOS",katana-zero,83.0,2019-04-17
Kerbal Space Program,indie,"Singleplayer, steam-trading-cards, Open World, Sci-fi, Funny, Difficult, Exploration, Sandbox, Comedy, Space, Moddable, Replay Value, Physics, Building, overlay, Education, Science, vr mod, Space Sim","PC, Xbox One, PlayStation 4, macOS, Linux",kerbal-space-program,88.0,2015-04-26
Never Alone,indie,"Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Co-op, Story Rich, cooperative, 2D, Female Protagonist, Split Screen, Local Co-Op, Local Multiplayer, Cute, Short, Side Scroller, Story, Puzzle-Platformer, puzzles, 2.5D, nature, god, girl, fox","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, PlayStation 3, Wii U",never-alone,70.0,2014-11-18
7 Days to Die,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, steam-trading-cards, RPG, Co-op, Open World, cooperative, Partial Controller Support, Horror, FPS, Online Co-Op, Gore, Sandbox, Survival, Early Access, Cross-Platform Multiplayer, Zombies, Includes level editor, Survival Horror, Crafting, Building, Voxel","PC, Xbox One, PlayStation 4, macOS, Linux",7-days-to-die,,2013-12-13
Totally Accurate Battlegrounds,indie,"Multiplayer, Co-op, Open World, cooperative, First-Person, FPS, Funny, Difficult, Survival, Free to Play, Online multiplayer, PvP, Anime, Physics, Memes, Parody",PC,totally-accurate-battlegrounds,,2018-06-05
Everlasting Summer,indie,"Singleplayer, Steam Achievements, Steam Cloud, Great Soundtrack, Story Rich, 2D, Partial Controller Support, Classic, Comedy, Free to Play, Anime, Nudity, Replay Value, Mystery, Choices Matter, Mature, Multiple Endings, Visual Novel, Romance, Dating Sim","PC, iOS, Android, macOS, Linux",everlasting-summer,,2013-12-12
Clicker Heroes,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, RPG, Co-op, Open World, cooperative, 2D, Fantasy, Funny, Free to Play, stats, Zombies, In-App Purchases, Family Friendly, Memes, Management, Illuminati, Touch-Friendly, Clicker","PC, Xbox One, PlayStation 4, iOS, Android, macOS",clicker-heroes,,2015-05-13
Deadlight,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Horror, Survival, Controller, Zombies, Post-apocalyptic, Short, Side Scroller, Parkour, 2.5D, Noir","PC, Xbox 360",deadlight,78.0,2012-06-01
Kholat,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Horror, Difficult, Exploration, Survival, Survival Horror, Mystery, Walking Simulator, Other","PC, Xbox One, PlayStation 4, Nintendo Switch",kholat,64.0,2015-06-08
Outland,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Difficult, Steam Leaderboards, Controller, Metroidvania, Bullet Hell","PC, macOS, Linux, Xbox 360, PlayStation 3",outland,83.0,2011-04-26
Blasphemous,indie,"Singleplayer, Steam Achievements, Full controller support, 2D, Gore, Difficult, Exploration, Violent, Pixel Graphics, role-playing, Nudity, Dark Fantasy, Metroidvania, Lore-Rich, Souls-like","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",blasphemous,78.0,2019-09-09
VVVVVV,indie,"Singleplayer, Multiplayer, Full controller support, Great Soundtrack, Open World, 2D, Sci-fi, Difficult, Exploration, Classic, Pixel Graphics, Retro, Space, Short, Metroidvania, Minimalist","PC, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, macOS, Linux, PS Vita",vvvvvv,81.0,2010-01-09
Surgeon Simulator,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Great Soundtrack, First-Person, Funny, Gore, Difficult, Comedy, Realistic, Physics, Aliens, VR, overlay, Blood, Dark Humor, party, Intentionally Awkward Controls","PC, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",surgeon-simulator-cpr,71.0,2013-04-18
Warhammer: End Times - Vermintide,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, cooperative, First-Person, Partial Controller Support, Horror, FPS, Online Co-Op, Fantasy, Gore, Female Protagonist, Survival, Action RPG, Hack and Slash, Captions available, Dark Fantasy, Games Workshop","PC, Xbox One, PlayStation 4",warhammer-end-times-vermintide,79.0,2015-10-23
Stories: The Path of Destinies,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Fantasy, Action RPG, controller support, Choices Matter, Colorful, Multiple Endings, achievements, Swordplay, Dynamic Narration","PC, Xbox One, PlayStation 4",stories-the-path-of-destinies,74.0,2016-04-11
Hellblade: Senua's Sacrifice VR Edition,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Violent, VR",PC,hellblade-senuas-sacrifice-vr-edition,87.0,2018-07-31
Serious Sam: The First Encounter,indie,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Co-op, cooperative, First-Person, Sci-fi, FPS, Funny, Gore, Difficult, Classic, Comedy, Split Screen, Local Co-Op, Includes level editor, exclusive, true exclusive, Arena Shooter",PC,serious-sam-the-first-encounter,87.0,2001-03-21
Serious Sam HD:  The First Encounter,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Co-op, cooperative, First-Person, Sci-fi, Partial Controller Support, FPS, Online Co-Op, Funny, Gore, Difficult, Steam Leaderboards, Classic, Comedy, Colorful, Aliens, Remake, Score Attack","PC, Xbox 360",serious-sam-hd-tfe,68.0,2009-11-24
Grim Dawn,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, cooperative, Fantasy, Action RPG, Dark, Zombies, Hack and Slash, Post-apocalyptic, Dark Fantasy, Isometric, Dungeon Crawler, achievements, Loot, Kickstarter, Crowdfunded","PC, Xbox One, Xbox Series S/X",grim-dawn,83.0,2016-02-25
SteamWorld Dig,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, 2D, Sci-fi, Exploration, Sandbox, Controller, controller support, Short, Side Scroller, Metroidvania, Robots, Steampunk, puzzles, Western, Mining","PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 3DS, macOS, Linux, PS Vita, Wii U",steamworld-dig,76.0,2013-08-08
The Banner Saga,indie,"Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, 2D, Fantasy, Exploration, Action-Adventure, Tactical, role-playing, Turn-Based, Choices Matter, Isometric, Kickstarter, Tactical RPG, Strategy RPG, Crowdfunded, Role Playing Game","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",banner-saga,81.0,2014-01-14
Crypt of the NecroDancer,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, 2D, Fantasy, Difficult, Steam Leaderboards, Female Protagonist, Local Co-Op, Pixel Graphics, Steam Workshop, Retro, role-playing, Includes level editor, controller support, Captions available, Roguelike, Roguelite, Dungeon Crawler, Music, achievements, Procedural Generation, Rhythm, leaderboards","PC, PlayStation 4, Xbox One, Nintendo Switch, iOS, macOS, Linux, PS Vita",crypt-of-the-necrodancer,87.0,2015-04-22
Superhot: Mind Control Delete,indie,"Singleplayer, Early Access, VR","PC, Xbox One, PlayStation 4, macOS, Linux",superhot-mind-control-delete,79.0,2020-07-15
The Vanishing of Ethan Carter,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Horror, Gore, Exploration, Point & Click, Mystery, Short, Walking Simulator, Detective, Supernatural, Lovecraftian","PC, Xbox One, PlayStation 4, Nintendo Switch",the-vanishing-of-ethan-carter,82.0,2014-09-25
No More Room in Hell,indie,"Steam Achievements, Multiplayer, Atmospheric, Co-op, Open World, cooperative, First-Person, Partial Controller Support, Horror, FPS, Online Co-Op, Survival, Free to Play, Cross-Platform Multiplayer, Zombies, Includes level editor, Survival Horror, Post-apocalyptic, Captions available, Realistic, VR, Valve Anti-Cheat enabled, Includes Source SDK, Mod","PC, macOS, Linux",no-more-room-in-hell,,2013-10-31
Thomas Was Alone,indie,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D, Sci-fi, Funny, Comedy, Family Friendly, Short, Colorful, Relaxing, Puzzle-Platformer, Narration, Minimalist","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U",thomas-was-alone,77.0,2012-06-30
Plague Inc: Evolved,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Co-op, cooperative, 2D, Partial Controller Support, Horror, Online Co-Op, Difficult, Steam Leaderboards, Sandbox, Survival, Online multiplayer, Tactical, stats, Steam Workshop, Cross-Platform Multiplayer, Zombies, Includes level editor, Post-apocalyptic, Replay Value, Realistic","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",plague-inc-evolved,80.0,2015-09-18
Ultimate Epic Battle Simulator,indie,"Singleplayer, Atmospheric, Open World, First-Person, Third Person, Fantasy, Funny, Gore, Sandbox, Survival, Comedy, Violent, Early Access, Zombies, War, Medieval, Memes",PC,ultimate-epic-battle-simulator,,2017-04-12
The Expendabros,indie,"Singleplayer, Multiplayer, Full controller support, Co-op, Open World, cooperative, 2D, Funny, Classic, Comedy, Free to Play, Split Screen, Local Co-Op, Pixel Graphics, Controller, Local Multiplayer, Side Scroller, America","PC, macOS",the-expendabros,,2014-08-05
Project Zomboid,indie,"Singleplayer, Multiplayer, steam-trading-cards, RPG, Co-op, Open World, cooperative, 2D, Partial Controller Support, Sandbox, Survival, Split Screen, Early Access, Cross-Platform Multiplayer, Zombies, Survival Horror, Post-apocalyptic, controller support, Crafting, Realistic, Isometric, Building, Real-Time with Pause, in development","PC, macOS, Linux",project-zomboid,,2013-11-08
SpeedRunners,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative, 2D, Funny, Online multiplayer, Split Screen, Local Co-Op, Controller, Local Multiplayer, stats, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Fast-Paced, Parkour, Competitive, 4 Player Local, Superhero, party, Level Editor, 4 giocatori divano","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",speedrunners,84.0,2016-04-19
The Uncertain: Episode 1 - The Last Quiet Day,indie,"Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Sci-fi, Partial Controller Support, Point & Click, Post-apocalyptic, Futuristic, Cyberpunk, Robots, Episodic, Hidden Object","PC, macOS",the-uncertain-episode-1-the-last-quiet-day,,2016-09-22
Risk of Rain,indie,"Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, 2D, Sci-fi, Partial Controller Support, Online Co-Op, Difficult, Survival, Split Screen, Local Co-Op, Pixel Graphics, controller support, Replay Value, Side Scroller, Roguelike, overlay, Roguelite, Perma Death","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita",risk-of-rain,77.0,2013-11-07
Moonlighter,indie,"Singleplayer, Full controller support, 2D, Pixel Graphics, role-playing, Roguelite, Dungeon Crawler","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",moonlighter,82.0,2018-05-28
This is the Police,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Horror, Comedy, Choices Matter, Mature, Memes, Crime, Management, Visual Novel, Detective, achievements, Kickstarter, Noir, Political, leaderboards","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",this-is-the-police,66.0,2016-08-01
Loadout,indie,"Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Co-op, cooperative, Third Person, Partial Controller Support, Funny, Gore, Comedy, Free to Play, Third-Person Shooter, Character Customization, Mature, Crafting, Fast-Paced, Valve Anti-Cheat enabled, Cartoony, Arena Shooter, Gun Customization","PC, PlayStation 4",loadout,72.0,2014-01-10
SpaceChem,indie,"Singleplayer, Steam Achievements, Steam Cloud, Great Soundtrack, 2D, Sci-fi, Difficult, Steam Leaderboards, Space, Illuminati, Touch-Friendly, Education, Science, Programming","PC, Android, macOS, Linux",spacechem,84.0,2011-01-01
Aim Lab,indie,"Singleplayer, Full controller support, Online multiplayer",PC,aim-lab,,2018-02-07
The Red Solstice,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, RPG, Co-op, Sci-fi, Horror, Online Co-Op, Steam Leaderboards, Survival, Online multiplayer, Action RPG, Tactical, stats, Space, Zombies, Captions available, Isometric, Aliens, RTS, Top-Down, Kickstarter, Strategy RPG",PC,the-red-solstice,74.0,2015-07-09
SteamWorld Dig 2,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, 2D, Female Protagonist, Metroidvania, Steampunk, puzzles","PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 3DS, macOS, Linux, PS Vita",steamworld-dig-2,88.0,2017-09-21
Dungeon of the Endless,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, 2D, Sci-fi, Partial Controller Support, Difficult, Survival, Pixel Graphics, Cross-Platform Multiplayer, Replay Value, Roguelike, Roguelite, Dungeon Crawler, Procedural Generation, Resource Management, Tower Defense, Perma Death","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",dungeon-of-the-endless,79.0,2014-10-27
My Friend Pedro,indie,"Singleplayer, 2D, Partial Controller Support, Gore, Violent","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",my-friend-pedro,76.0,2019-06-19
Phasmophobia,indie,"Singleplayer, Multiplayer, Co-op, cooperative, First-Person, Horror, Online Co-Op, Tactical, Early Access, Dark, Cross-Platform Multiplayer, Mystery, 3D, VR, Detective, Demons, Supernatural, Lovecraftian, Thriller, Investigation",PC,phasmophobia,,2020-09-18
Hyper Light Drifter,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, 2D, Sci-fi, Fantasy, Difficult, Exploration, Local Co-Op, Pixel Graphics, Action RPG, Local Multiplayer, Hack and Slash, Post-apocalyptic, controller support, Colorful, Top-Down, Metroidvania, Kickstarter","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",hyper-light-drifter,84.0,2016-03-30
AdVenture Capitalist,indie,"Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Funny, Sandbox, Comedy, Free to Play, Point & Click, Family Friendly, Memes, Management, Touch-Friendly, Real-Time, Clicker, Capitalism","PC, PlayStation 4, iOS, Android, macOS, Linux",adventure-capitalist,,2015-02-19
Golf With Your Friends,indie,"Singleplayer, Steam Achievements, Multiplayer, Great Soundtrack, Co-op, cooperative, Horror, Funny, Difficult, Online multiplayer, stats, Early Access, Cross-Platform Multiplayer, Family Friendly, Physics, Memes, Illuminati, party, Golf, Mini Golf","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",golf-with-your-friends,69.0,2016-01-29
Factorio,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, Open World, cooperative, Sci-fi, Sandbox, Survival, Online multiplayer, Local Multiplayer, Early Access, Cross-Platform Multiplayer, Includes level editor, Moddable, Crafting, Aliens, Management, Base Building, Resource Management, Tower Defense, Trains, Automation, in development","PC, Nintendo Switch, macOS, Linux",factorio,83.0,2020-08-14
Besiege,indie,"Singleplayer, Open World, Third Person, Funny, Gore, Difficult, Sandbox, Early Access, Steam Workshop, Physics, Building, Medieval, overlay, Blood, Destruction, in development","PC, macOS, Linux",besiege,,2015-01-28
Snake Pass,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Difficult, Steam Leaderboards, Family Friendly, Cute, Colorful, Physics, Puzzle-Platformer, 3D Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",snake-pass,71.0,2017-03-28
Aegis Defenders,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, RPG, cooperative, Split Screen, Local Co-Op, role-playing, Captions available","PC, PlayStation 4, Nintendo Switch, macOS",aegis-defenders,76.0,2018-02-07
Game Dev Tycoon,indie,"Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Funny, Difficult, Sandbox, Comedy, Steam Workshop, Point & Click, Moddable, Replay Value, Isometric, Management, Economy, Touch-Friendly, GameMaker","PC, iOS, Android, macOS, Linux",game-dev-tycoon,68.0,2012-12-10
Race The Sun,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Co-op, Sci-fi, Difficult, Steam Leaderboards, Controller, stats, Steam Workshop, Includes level editor, controller support, Fast-Paced, VR, Kickstarter, Perma Death, Minimalist, Flight, Runner","PC, Xbox One, PlayStation 4, iOS, macOS, Linux, PlayStation 3, PS Vita, Wii U, Web",race-the-sun,79.0,2013-08-17
Serious Sam HD: The Second Encounter,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Great Soundtrack, Co-op, First-Person, Sci-fi, FPS, Online Co-Op, Funny, Gore, Steam Leaderboards, Classic, Comedy, Steam Workshop, Includes level editor, Colorful, Aliens, Remake, Cult Classic, Arena Shooter","PC, Xbox 360",serious-sam-hd-the-second-encounter,76.0,2010-04-28
Oddworld: New 'n' Tasty,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, 2D, Sci-fi, Funny, Difficult, Steam Leaderboards, Classic, Comedy, Stealth, controller support, Side Scroller, Remake, 3D Vision, Puzzle-Platformer, 2.5D, Cult Classic","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U",oddworld-new-n-tasty,87.0,2014-07-22
Orcs Must Die!,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Great Soundtrack, RPG, Co-op, Third Person, Partial Controller Support, Fantasy, Funny, Steam Leaderboards, Comedy, Third-Person Shooter, stats, Magic, Cartoony, Tower Defense, Score Attack","PC, Xbox 360",orcs-must-die,83.0,2011-10-05
Vanquish,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Third Person, Sci-fi, Fantasy, Classic, Third-Person Shooter, Retro, Hack and Slash, combat, Futuristic, Medieval, Fast-Paced, Magic, Linear, Cartoon, Mythology, Mechs, Character Action Game, Bullet Time, Action Roguelike","PC, Xbox One, Xbox 360, PlayStation 3",vanquish,79.0,2010-10-19
